haltestellen_id,belastung_x,linien_id,linienname,plan_fahrt_id,belastung_y,einsteiger,aussteiger,besetzung,traffic_total,anzahl_messungen,haltestellenlangname,distanz_m,halt_lin_kurz,halt_lin_lang,zonen,vsys,linienname_fahrgastauskunft,koord_wgs84_n,koord_wgs84_e,Quartier
269,0.6131105324928733,16,308,39670,0.2770148141163793,2.275202801724138,2.2651709913793105,8.864474051724137,4.5403737931034485,5975,"Oberengstringen, Paradies",403.7801724137931,269-308,"Oberengstringen, Paradies Linie 308",154.0,BL,308,8.458745261207417,47.41048829371999,Keine Zone
78,2.119915609285589,29,8,54153,0.1383289133567763,1.88975549154665,2.263127301189731,9.12970828154724,4.152882792736381,14693,"Zürich, Escher-Wyss-Platz",399.7676894176581,78-8,"Zürich, Escher-Wyss-Platz Linie 8",110.0,T,8,8.523040908938016,47.39047371292792,KV-Business School
175,0.33443487775329583,9,11,86619,0.0483903735032831,2.1763059119861032,2.2593749739432543,4.355133615295481,4.435680885929357,24058,"Zürich, Rehalp",115.43312101910828,175-11,"Zürich, Rehalp Linie 11",110.0,T,11,8.582978957432323,47.35102727603772,Rehalp
157,1.4480408301985648,9,11,88877,0.2804299455353654,2.192180304806565,2.2553811195779603,26.92127477139508,4.447561424384525,23867,"Zürich, Regensbergbrücke",413.0,157-11,"Zürich, Regensbergbrücke Linie 11",110.0,T,11,8.53927514882791,47.40882307391588,Albin Zollinger-Platz
362,1.107798891143471,23,61,31122,0.4135847223513011,2.5389450929368027,2.251205037174721,19.852066672862453,4.790150130111524,12795,"Zürich, Neuaffoltern",468.5613382899628,362-61,"Zürich, Neuaffoltern Linie 61",110.0,B,61,8.52502638980331,47.41184527590245,HÃ¼rst
450,0.2559753198529411,36,315,56460,0.212719375,1.701755,2.25,6.80702,3.951755,65,Kindhausen AG,107.5,450-315,Kindhausen AG Linie 315,184.0,BL,315,8.375998207217483,47.39406271808927,Keine Zone
252,0.8328416463538466,26,13,34366,0.0193917447916666,0.438025294117647,2.242170588235294,1.8616075,2.6801958823529413,224,"Zürich, Wollishoferplatz",94.11764705882354,252-13,"Zürich, Wollishoferplatz Linie 13",110.0,T,13,8.530160973388094,47.33844167246881,Entlisberg
31,1.3235562345345897,19,35,57877,0.1414794255462942,1.6270133937823834,2.238293886010363,3.254026787564767,3.8653072797927455,12351,"Zürich, Bahnhof Altstetten",304.5621761658031,31-35,"Zürich, Bahnhof Altstetten Linie 35",110.0,B,35,8.488376068301445,47.39110866084621,Altstetterplatz
348,0.660024479228814,79,37,48891,0.1380889275568182,2.2220481142857142,2.2371362857142856,4.418845681818183,4.4591844,3803,"Zürich, ETH Hönggerberg",291.65714285714284,348-37,"Zürich, ETH Hönggerberg Linie 37",110.0,B,37,8.507709920258362,47.40867857706328,ETH HÃ¶nggerberg
241,0.5792700114888084,13,7,5224,0.2644594148186748,1.653214678362573,2.2369662378167643,26.71040089668616,3.890180916179337,8639,"Zürich, Sonneggstrasse",276.7894736842105,241-7,"Zürich, Sonneggstrasse Linie 7",110.0,T,7,8.543691737313958,47.38283909880602,Beckenhof
78,2.119915609285589,7,33,73035,0.3920051191822531,2.264185138755981,2.2236644784689,17.24822524401914,4.487849617224881,20963,"Zürich, Escher-Wyss-Platz",390.0057416267943,78-33,"Zürich, Escher-Wyss-Platz Linie 33",110.0,TR,33,8.523040908938016,47.39047371292792,KV-Business School
43,0.5829489272975907,4,89,60847,0.2749977283427495,2.284926384180791,2.2234337853107347,13.199890960451976,4.508360169491525,12150,"Zürich, Schaufelbergerstrasse",572.9868173258004,43-89,"Zürich, Schaufelbergerstrasse Linie 89",110.0,B,89,8.501774800974934,47.3688942784303,Schaufelbergerstrasse
58,0.1479661496622683,5,75,3237,0.1479661496622683,2.4455327332704995,2.222389971724788,7.102375183788879,4.667922704995288,22808,"Zürich, Leimgrübelstrasse",256.4335532516494,58-75,"Zürich, Leimgrübelstrasse Linie 75",110.0,B,75,8.543661608814002,47.428651228150095,KÃ¶schenrÃ¼ti
653,0.118145875,69,744,37888,0.118145875,1.890334,2.211269,3.780668,4.101603,1783,"Scheuren, Station",677.0,653-744,"Scheuren, Station Linie 744",130.0,BG,744,8.659114332215715,47.32272145897055,Keine Zone
209,0.8155820516297233,11,4,90257,0.2430273456189828,2.1836064048672568,2.2110316482300885,22.115488451327437,4.394638053097346,30215,"Zürich, Löwenbräu",274.0,209-4,"Zürich, Löwenbräu Linie 4",110.0,T,4,8.52600601654988,47.38843094995072,KV-Business School
522,0.0590153125,48,70,2328,0.0590153125,1.4163675,2.2029037146892656,2.832735,3.6192712146892654,12832,"Zürich, Mittelleimbach",252.0,522-70,"Zürich, Mittelleimbach Linie 70",110.0,B,70,8.514290506540382,47.3231368663303,Sihlweidstrasse
208,1.0661996502309787,86,22,110669,0.1213097470518867,1.9409559528301883,2.2017923679245284,3.881911905660377,4.142748320754717,14684,"Zürich, Bahnhof Altstetten N",709.5,208-E,"Zürich, Bahnhof Altstetten N Linie E",110.0,B,E,8.489904987662566,47.39206622288432,Hardhof
245,0.9981657302415694,26,13,34366,0.0578756158625731,1.3117952631578946,2.1938780701754386,5.556059122807018,3.505673333333333,347,"Zürich, Bahnhof Enge",301.9298245614035,245-13,"Zürich, Bahnhof Enge Linie 13",110.0,T,13,8.531573894365497,47.36412756403759,Kongresshaus
29,0.4165325136889536,4,89,60847,0.24979257008626,2.206408354898336,2.187911737523105,11.99004336414048,4.394320092421442,12318,"Zürich, Letzipark West",385.2458410351201,29-89,"Zürich, Letzipark West Linie 89",110.0,B,89,8.496467873835247,47.38636644404829,Altstetterplatz
170,0.2921477681914688,9,11,86619,0.2921477681914688,1.841902599884192,2.178284215402432,26.293299137232196,4.020186815286624,24058,"Zürich, Hedwigsteig",316.4643891140706,170-11,"Zürich, Hedwigsteig Linie 11",110.0,T,11,8.56503075954267,47.3604238884761,Hegibach
208,1.0661996502309787,80,307,68290,0.3375395604395604,2.239715625,2.172921145833333,4.388014285714285,4.412636770833333,2049,"Zürich, Bahnhof Altstetten N",480.3020833333333,208-307,"Zürich, Bahnhof Altstetten N Linie 307",110.0,BL,307,8.489904987662566,47.39206622288432,Hardhof
134,0.6720807029241388,8,31,106344,0.319445052683745,2.30365263494968,2.1705572827081427,19.166703161024703,4.474209917657823,18339,"Zürich, Bäckeranlage",378.9611161939616,134-31,"Zürich, Bäckeranlage Linie 31",110.0,TR,31,8.523092126237119,47.37867167821752,BÃ¤ckeranlage
362,1.107798891143471,24,62,28879,0.3891685124468731,2.3291650273224045,2.166664699453552,18.68008859744991,4.495829726775956,13178,"Zürich, Neuaffoltern",468.40983606557376,362-62,"Zürich, Neuaffoltern Linie 62",110.0,B,62,8.52502638980331,47.41184527590245,HÃ¼rst
171,0.2580535293701344,9,11,86619,0.2580535293701344,1.9557088824551243,2.1661288535031846,23.2248176433121,4.12183773595831,24058,"Zürich, Wetlistrasse",307.5263462651998,171-11,"Zürich, Wetlistrasse Linie 11",110.0,T,11,8.568625906445758,47.36015488853489,Hegibach
248,0.6227825851458346,13,7,5224,0.337293290004439,2.208857582846004,2.157936734892788,34.06662229044834,4.366794317738791,8639,"Zürich, Billoweg",518.3654970760234,248-7,"Zürich, Billoweg Linie 7",110.0,T,7,8.53197622430513,47.35146754575546,Bellariastrasse
533,0.5274564462861427,84,80,76633,0.2411693937293247,1.9586013309982488,2.154139235259778,11.57613089900759,4.112740566258027,20805,"Zürich, Albisriederdörfli",348.37302977232923,533-80,"Zürich, Albisriederdörfli Linie 80",110.0,B,80,8.485218017227343,47.37531504587499,In der Ey
703,0.1777000579605579,81,12,20804,0.1777000579605579,2.1257218614718614,2.148590346320346,15.993005216450216,4.274312207792208,8141,"Wallisellen, Herti",728.5,703-12,"Wallisellen, Herti Linie 12",121.0,T,12,8.578755812447758,47.41660792690891,Keine Zone
223,0.6811929512204088,12,72,8131,0.4199967248225751,2.22265469330855,2.144562407063197,18.479855892193303,4.367217100371748,23164,"Zürich, Manesseplatz",452.0,223-72,"Zürich, Manesseplatz Linie 72",110.0,TR,72,8.521632963322986,47.3655165127399,Manesseplatz
308,0.7453925750852013,17,2,480,0.4063207933170555,2.2216920293000544,2.1439104991861098,39.00679615843733,4.365602528486163,13390,"Zürich, Zypressenstrasse",318.9625610417797,308-2,"Zürich, Zypressenstrasse Linie 2",110.0,T,2,8.513768924124077,47.37668995219743,Bullingerhof
358,0.8639394175849593,24,62,28879,0.2381098290694195,1.9890001256732497,2.143356086175942,11.429271795332138,4.132356211849192,13362,"Zürich, Saatlenstrasse",305.7737881508079,358-62,"Zürich, Saatlenstrasse Linie 62",110.0,B,62,8.562863043911149,47.410808843602055,Dreispitz
23,2.1352897975332508,3,916,102001,0.1095905197649572,3.2749936967632025,2.139858841567292,5.2603449487179486,5.414852538330494,7984,"Zürich, Bellevue",557.0051107325384,23-916,"Zürich, Bellevue Linie 916",110.0,BP,916,8.54508653817144,47.367093234181496,Bellevue
349,0.5308161102442371,84,80,76687,0.393506166449023,1.172078520023215,2.1371327394080093,18.888295989553104,3.3092112594312244,20862,"Zürich, Hönggerberg",494.95821242019736,349-80,"Zürich, Hönggerberg Linie 80",110.0,B,80,8.504814692321393,47.40503536026541,Gsteigstrasse
297,1.3062952780950812,75,302,13175,0.2112597466960352,1.89227,2.13462,6.760311894273127,4.02689,4172,"Geroldswil, Zentrum",502.0,297-302,"Geroldswil, Zentrum Linie 302",154.0,BL,302,8.409441007942943,47.42145479786355,Keine Zone
212,1.054801715520285,11,4,90257,0.3310173196051736,1.8815219911504424,2.1334514878318585,30.1225760840708,4.0149734789823,30215,"Zürich, Museum für Gestaltung",346.5,212-4,"Zürich, Museum für Gestaltung Linie 4",110.0,T,4,8.534935998010381,47.38212195245331,Berufsschulen
486,0.2769595066676846,42,418,35665,0.2769595066676846,2.2842492792792792,2.129473693693693,49.02183268018018,4.413722972972973,9011,Waldburg,742.5,486-S18,Waldburg Linie S18,140.0,FB,S18,8.593024518580195,47.34549410989879,Keine Zone
168,2.0392224356226074,10,9,83194,0.2304999223754061,2.1657440843507216,2.12246602108768,19.131493557158716,4.288210105438402,15683,"Zürich, Bürkliplatz",258.511653718091,168-9,"Zürich, Bürkliplatz Linie 9",110.0,T,9,8.540772112735793,47.366540805683535,Stadthaus
199,0.29890915167695886,10,9,82311,0.0803758625825825,2.1287463891891893,2.1214068810810813,7.233827632432432,4.25015327027027,16102,"Zürich, Talwiesenstrasse",287.5481081081081,199-9,"Zürich, Talwiesenstrasse Linie 9",110.0,T,9,8.509647471522415,47.36994593424158,Schaufelbergerstrasse
61,0.2068230219132893,5,75,3237,0.2068230219132893,2.460725513666352,2.1191683788878417,9.927505051837889,4.579893892554194,22808,"Zürich, Schönauring",362.1470311027333,61-75,"Zürich, Schönauring Linie 75",110.0,B,75,8.536451182045969,47.42610236952588,KÃ¶schenrÃ¼ti
640,0.2770919540627886,67,303,42983,0.2770919540627886,2.1284025839793284,2.111217364341085,13.300413795013853,4.239619948320414,12245,"Dietikon, Gjuchstrasse",710.2222222222222,640-303,"Dietikon, Gjuchstrasse Linie 303",154.0,BL,303,8.393267990917202,47.40791734232355,Keine Zone
168,2.0392224356226074,29,8,54153,0.2552177538679556,1.91168400384369,2.1076484945547724,16.844371755285074,4.019332498398462,14434,"Zürich, Bürkliplatz",262.56630365150545,168-8,"Zürich, Bürkliplatz Linie 8",110.0,T,8,8.540772112735793,47.366540805683535,Stadthaus
383,0.5120439298813454,27,14,81749,0.2536152613165947,1.7954202051835852,2.0986282019438445,24.347065086393087,3.8940484071274297,24673,"Zürich, Salersteig",352.0777537796976,383-14,"Zürich, Salersteig Linie 14",110.0,T,14,8.54848005255525,47.40608151163023,Tramdepot
41,1.170891835497365,4,89,60847,0.2743897830351537,2.253994218455744,2.0950143691148777,13.170709585687382,4.349008587570621,12150,"Zürich, Hubertus",495.4745762711864,41-89,"Zürich, Hubertus Linie 89",110.0,B,89,8.499136711904491,47.37738290184243,Brahmsstrasse
48,0.40211519885460933,31,10,88746,0.0382224597701149,2.2598375862068965,2.0864807758620687,3.440021379310345,4.346318362068965,1673,"Zürich, Strassenverkehrsamt",395.0,48-10,"Zürich, Strassenverkehrsamt Linie 10",110.0,T,10,8.511308929344873,47.35315459605888,AlbisgÃ¼etli
395,0.3809469322054236,30,32,29645,0.3809469322054236,2.395826414686825,2.076635269978402,22.85681593232541,4.472461684665227,17840,"Zürich, Kernstrasse",237.2958963282937,395-32,"Zürich, Kernstrasse Linie 32",110.0,TR,32,8.524265323840414,47.37450491765317,BezirksgebÃ¤ude
220,0.53772165540512,12,72,8131,0.42716999915512,2.015111960966543,2.068890111524164,18.79547996282528,4.084002072490707,23164,"Zürich, Bertastrasse",284.0,220-72,"Zürich, Bertastrasse Linie 72",110.0,TR,72,8.513460784221135,47.37388634927132,Friedhof Sihlfeld
366,0.5481096408831942,79,37,48891,0.1687631645114942,2.684780857142857,2.068448571428571,5.400421264367816,4.753229428571428,3803,"Zürich, Bahnhof Affoltern",152.12571428571428,366-37,"Zürich, Bahnhof Affoltern Linie 37",110.0,B,37,8.507417576915612,47.42118429861539,Zehntenhausplatz
212,1.054801715520285,26,13,39477,0.3733717841037204,1.7944426324689966,2.068430586245772,33.603460569334835,3.862873218714769,11302,"Zürich, Museum für Gestaltung",346.53945885005635,212-13,"Zürich, Museum für Gestaltung Linie 13",110.0,T,13,8.534935998010381,47.38212195245331,Berufsschulen
104,0.8189932773768519,7,33,73035,0.3944092383645063,1.9682494162679425,2.0531538468899524,17.354006488038277,4.021403263157894,20963,"Zürich, Rotbuchstrasse",234.68516746411484,104-33,"Zürich, Rotbuchstrasse Linie 33",110.0,TR,33,8.53611780276172,47.3912767402688,Seminarstrasse
36,1.0240436786485747,4,89,71467,0.1540883509431709,2.5875450429799427,2.047770257879656,7.396240845272207,4.635315300859599,6707,"Zürich, Frankental",674.0,36-89,"Zürich, Frankental Linie 89",110.0,B,89,8.481623650894052,47.4054718313676,Riedhof
397,0.2103370581283164,30,32,58702,0.2103370581283164,2.356797807525326,2.047052474674385,12.620223487698988,4.40385028219971,17739,"Zürich, Friesenberg",395.5,397-32,"Zürich, Friesenberg Linie 32",110.0,TR,32,8.507998003804177,47.36428530202652,Gehrenholz
236,0.1779507412211532,13,7,1401,0.1779507412211532,1.891014175306315,2.045479707822809,17.973024863336473,3.936493883129123,8950,"Zürich, Mattenhof",404.07540056550425,236-7,"Zürich, Mattenhof Linie 7",110.0,T,7,8.59091712556766,47.39864099979502,Probsteistrasse
153,0.40442979658960887,81,12,20804,0.1462477534050179,2.029616731182796,2.045374559139785,13.162297806451614,4.074991290322581,8206,Glattpark,475.53548387096777,153-12,Glattpark Linie 12,110.0,T,12,8.556756623987452,47.42038484072271,Keine Zone
328,0.47657117814570216,72,78,44081,0.2152781638115631,1.378376927194861,2.0445009850107065,6.8889012419700215,3.422877912205568,17097,"Zürich, Schulhaus Buchlern",490.5546038543897,328-78,"Zürich, Schulhaus Buchlern Linie 78",110.0,B,78,8.47856764067224,47.38466697287051,Buchlern
190,0.4785265271402964,13,7,5224,0.2406432998945511,1.973054769085768,2.0405170782280866,24.304973289349668,4.013571847313855,8950,"Zürich, Tierspital",714.7935909519322,190-7,"Zürich, Tierspital Linie 7",110.0,T,7,8.551797911264643,47.40190287308428,Gorwiden
693,0.5691151830186489,84,80,76687,0.4275784151615061,1.6236795756880735,2.0397004415137614,20.52376392775229,3.663380017201835,21119,"Zürich, Lerchenhalde",497.0670871559633,693-80,"Zürich, Lerchenhalde Linie 80",110.0,B,80,8.509876186682908,47.41163586420983,ETH HÃ¶nggerberg
362,1.107798891143471,30,32,17983,0.3050456563452968,2.206350872624912,2.039041435608726,18.302739380717806,4.2453923082336384,18152,"Zürich, Neuaffoltern",542.5672061928219,362-32,"Zürich, Neuaffoltern Linie 32",110.0,TR,32,8.52502638980331,47.41184527590245,HÃ¼rst
48,0.40211519885460933,30,32,58702,0.0685237826821032,2.0557134804630968,2.0379222503617944,4.1114269609261935,4.093635730824892,17739,"Zürich, Strassenverkehrsamt",212.5,48-32,"Zürich, Strassenverkehrsamt Linie 32",110.0,TR,32,8.511308929344873,47.35315459605888,AlbisgÃ¼etli
118,1.4888478605799549,7,33,73035,0.2095397336984647,1.853818747628084,2.037022694497154,9.219748282732448,3.8908414421252377,21038,"Zürich, Hegibachplatz",339.0180265654649,118-33,"Zürich, Hegibachplatz Linie 33",110.0,TR,33,8.560716897917226,47.36177019203,Hegibach
404,0.305228330246641,81,12,20804,0.1469169058080807,1.933236068181818,2.026456431818182,13.222521522727272,3.9596925,7684,"Glattbrugg, Lindberghplatz",636.4636363636364,404-12,"Glattbrugg, Lindberghplatz Linie 12",121.0,T,12,8.561054700668224,47.42560528972491,Keine Zone
489,0.0813750086541915,42,418,21530,0.0813750086541915,1.8621003757225436,2.02250112716763,14.403376531791908,3.8846015028901735,6479,Hinteregg,872.514450867052,489-S18,Hinteregg Linie S18,142.0,FB,S18,8.684356384624033,47.30574696759353,Keine Zone
238,0.6169870087525756,13,7,5224,0.2270976810838978,1.5370404385964913,2.0063546588693955,22.93686578947369,3.5433950974658868,8639,"Zürich, Guggachstrasse",372.99415204678365,238-7,"Zürich, Guggachstrasse Linie 7",110.0,T,7,8.54014349396551,47.395708993001605,Scheuchzerstrasse
135,0.6345043868281939,8,31,106344,0.2977899788807562,1.9367103705397988,2.0016919396157364,17.867398732845377,3.938402310155535,18339,"Zürich, Güterbahnhof",426.0,135-31,"Zürich, Güterbahnhof Linie 31",110.0,TR,31,8.519973589927185,47.38031103353934,GÃ¼terbahnhof
301,0.7138998851378586,65,330,37556,0.0607040624999999,1.94253,2.0,2.913795,3.94253,59,"Fahrweid, Limmatbrücke",325.3333333333333,301-330,"Fahrweid, Limmatbrücke Linie 330",154.0,BL,330,8.411891495335793,47.40760013909008,Keine Zone
129,1.2193017069121321,11,4,17174,0.0374049252136752,1.7289496153846151,1.9969557692307691,3.366443269230769,3.725905384615385,409,"Zürich, Bahnhofplatz/HB",261.90384615384613,129-4,"Zürich, Bahnhofplatz/HB Linie 4",110.0,T,4,8.539298519856215,47.37725008902943,Bahnhofplatz
381,0.4238858139622313,84,80,76687,0.3188206649709302,1.025441569767442,1.991561,15.303391918604651,3.017002569767442,10439,"Zürich, Winzerstrasse",157.0,381-80,"Zürich, Winzerstrasse Linie 80",110.0,B,80,8.486373119837761,47.40376480614164,ImbisbÃ¼hlstrasse
375,0.2750293725090998,26,13,39477,0.2750293725090998,2.304022448639645,1.9852187340366465,24.75264352581899,4.289241182676292,11389,"Zürich, Wipkingerplatz",391.6551915602443,375-13,"Zürich, Wipkingerplatz Linie 13",110.0,T,13,8.523574123303236,47.39259154362905,RÃ¶schibachstrasse
144,1.6061232784634316,38,703,73859,0.3575793820488722,2.344657969924812,1.9739155639097743,11.44254022556391,4.318573533834586,4498,"Zürich, Zentrum Witikon",1408.248120300752,144-703,"Zürich, Zentrum Witikon Linie 703",110.0,BG,703,8.586590639311284,47.35832256830894,Buchzelgstrasse
77,1.6838554352314985,12,72,8131,0.4270905880842321,1.9230514783427497,1.969903427495292,18.791985875706214,3.8929549058380415,22661,"Zürich, Schiffbau",395.0,77-72,"Zürich, Schiffbau Linie 72",110.0,TR,72,8.519852074133132,47.38802995204389,Neue Hard
44,0.34557843864986226,4,89,60847,0.2753404001883239,1.7536229284369114,1.968791657250471,13.216339209039548,3.7224145856873823,12150,"Zürich, Schweighof",404.8135593220339,44-89,"Zürich, Schweighof Linie 89",110.0,B,89,8.502698847144208,47.3647750068977,Gehrenholz
177,0.828269938453551,26,13,84205,0.0,0.0,1.965628695652174,,1.965628695652174,166,"Zürich, Bahnhof Wiedikon",0.0,177-13,"Zürich, Bahnhof Wiedikon Linie 13",110.0,T,13,8.52420323204923,47.37145615531236,SchÃ¶ntalstrasse
371,0.1469768384569017,24,62,28879,0.1469768384569017,2.2788569620253165,1.963808408679928,7.054888245931284,4.242665370705244,13290,"Zürich, Unteraffoltern",479.6021699819168,371-62,"Zürich, Unteraffoltern Linie 62",110.0,B,62,8.511846542660322,47.424588341448406,Reckenholz
308,0.7453925750852013,28,3,77869,0.3078217817681458,2.059561969040248,1.9634198637770897,27.703960359133127,4.0229818328173375,14507,"Zürich, Zypressenstrasse",315.50278637770896,308-3,"Zürich, Zypressenstrasse Linie 3",110.0,T,3,8.513768924124077,47.37668995219743,Bullingerhof
502,0.0924171785164271,45,66,33098,0.0924171785164271,1.4786748562628336,1.9543888706365504,2.957349712525667,3.433063726899384,24939,"Zürich, Neubühl",252.5,502-66,"Zürich, Neubühl Linie 66",110.0,B,66,8.534943793922691,47.3329272423934,KalchbÃ¼hl
32,1.1720603352826335,14,6,96529,0.1005913296788019,2.38225647505423,1.9543229392624728,8.349080363340564,4.336579414316703,9372,"Zürich, Tüffenwies",391.0,32-6,"Zürich, Tüffenwies Linie 6",110.0,T,6,8.494710188010378,47.39792313595514,Hardhof
518,0.1784705408427495,48,70,2328,0.1784705408427495,2.592897669491525,1.9501400988700568,8.566585960451977,4.543037768361582,12832,"Zürich, Bahnhof Leimbach",292.5,518-70,"Zürich, Bahnhof Leimbach Linie 70",110.0,B,70,8.518596253725049,47.333252268507785,HÃ¶ckler
144,1.6061232784634316,71,91,9998,0.1743421052631579,1.5546052631578948,1.948026315789474,2.2664473684210527,3.5026315789473683,472,"Zürich, Zentrum Witikon",208.0,144-91,"Zürich, Zentrum Witikon Linie 91",110.0,BP,91,8.586590639311284,47.35832256830894,Buchzelgstrasse
96,0.8838047714356396,6,46,12724,0.4202352487195903,1.9605911690140845,1.94196638028169,18.490350943661973,3.902557549295775,10661,"Zürich, Nordstrasse",368.0,96-46,"Zürich, Nordstrasse Linie 46",110.0,TR,46,8.536162991482056,47.3883259205105,Krone
209,0.8155820516297233,26,13,39477,0.3012553994112489,2.0820846786922207,1.941402158962796,27.1129859470124,4.023486837655017,11302,"Zürich, Löwenbräu",273.99323562570464,209-13,"Zürich, Löwenbräu Linie 13",110.0,T,13,8.52600601654988,47.38843094995072,KV-Business School
77,1.6838554352314985,18,83,63048,0.3959447966073781,1.440571739130435,1.937213007246377,17.421571050724637,3.377784746376812,8025,"Zürich, Schiffbau",395.0,77-83,"Zürich, Schiffbau Linie 83",110.0,TR,83,8.519852074133132,47.38802995204389,Neue Hard
270,0.7317365153180381,16,308,39670,0.3341061530172413,1.8319379741379311,1.9358871551724135,10.691396896551725,3.767825129310345,5975,"Oberengstringen, Zentrum",345.0818965517241,270-308,"Oberengstringen, Zentrum Linie 308",154.0,BL,308,8.46260162036438,47.40913194459655,Keine Zone
353,0.2678372683043832,22,69,796,0.215634637312187,1.5369155025041736,1.930206203672788,10.350462590984977,3.467121706176962,20416,"Zürich, Waidspital",416.3479131886477,353-69,"Zürich, Waidspital Linie 69",110.0,B,69,8.521655142402606,47.39919392423703,Waidspital
188,0.6671519193444326,10,9,83194,0.2037675669903695,1.529606795640327,1.9269509373297,16.91270806020067,3.4565577329700274,15931,"Zürich, Universität Irchel",342.0523160762943,188-9,"Zürich, Universität Irchel Linie 9",110.0,T,9,8.544829072592401,47.39615896412023,Irchel
4,1.0096013174150975,3,916,102001,0.225799962797619,2.260441862244898,1.9169617602040816,10.838398214285714,4.1774036224489794,5309,"Zürich, Bahnhof Tiefenbrunnen",606.8622448979592,4-916,"Zürich, Bahnhof Tiefenbrunnen Linie 916",110.0,BP,916,8.560994170697292,47.35041552293262,Tiefenbrunnen
554,0.1649995824724518,54,165,31848,0.1649995824724518,2.203907438016529,1.915892479338843,7.919979958677686,4.119799917355372,3463,"Rüschlikon, Bahnhof",253.0,554-165,"Rüschlikon, Bahnhof Linie 165",150.0,BZ,165,8.553599076612965,47.30818235182441,Keine Zone
491,0.0545455791776885,42,418,21530,0.0545455791776885,2.272980809248555,1.913119942196532,9.654567514450868,4.186100751445086,6479,Langwies ZH,722.4132947976879,491-S18,Langwies ZH Linie S18,142.0,FB,S18,8.694430130080548,47.29603043133508,Keine Zone
513,0.33663500872191965,47,184,12103,0.1455917067307692,2.319554680851064,1.912987234042553,4.658934615384616,4.232541914893617,5720,"Adliswil, Bahnhof",273.82978723404256,513-184,"Adliswil, Bahnhof Linie 184",150.0,BZ,184,8.524311941642543,47.31178094386762,Keine Zone
178,0.7176254152556252,27,14,81749,0.346015245286627,1.5682785529157668,1.909825842332613,33.2174635475162,3.4781043952483803,24673,"Zürich, Werd",273.93952483801297,178-14,"Zürich, Werd Linie 14",110.0,T,14,8.526795003096625,47.37258314395646,Werdplatz
290,0.1678151103697592,16,308,8328,0.1054419211956521,1.687070739130435,1.9089035217391304,3.37414147826087,3.595974260869565,5874,"Urdorf Weihermatt, Bahnhof",214.0,290-308,"Urdorf Weihermatt, Bahnhof Linie 308",154.0,BL,308,8.429969125038363,47.380092967270286,Keine Zone
153,0.40442979658960887,9,11,88877,0.0773608945134132,1.7756098744292237,1.9068664383561644,7.426645873287671,3.682476312785389,24501,Glattpark,406.0,153-11,Glattpark Linie 11,110.0,T,11,8.556756623987452,47.42038484072271,Keine Zone
175,0.33443487775329583,42,418,35665,0.2860445042500127,1.5581504054054054,1.905089954954955,50.62987725225225,3.46324036036036,9011,"Zürich, Rehalp",947.5,175-S18,"Zürich, Rehalp Linie S18",110.0,FB,S18,8.582978957432323,47.35102727603772,Rehalp
240,0.5347561578437833,13,7,5224,0.2465791505992704,1.4858374366471734,1.902479493177388,24.90449421052632,3.388316929824561,8639,"Zürich, Ottikerstrasse",377.4093567251462,240-7,"Zürich, Ottikerstrasse Linie 7",110.0,T,7,8.542416035895727,47.385190025127656,Beckenhof
400,0.3336863830635702,30,32,17983,0.3336863830635702,1.6933027093596058,1.901467733990148,20.021182983814214,3.594770443349754,18152,"Zürich, Birchdörfli",671.0112596762843,400-32,"Zürich, Birchdörfli Linie 32",110.0,TR,32,8.530596313503029,47.40753814504812,Kiefernweg
105,1.5315372870884336,25,15,41282,0.1760628984482167,2.414081049382716,1.8993095884773663,8.451019125514405,4.313390637860083,16543,"Zürich, Schaffhauserplatz",359.0,105-15,"Zürich, Schaffhauserplatz Linie 15",110.0,T,15,8.538708994917185,47.39167486913743,Scheuchzerstrasse
364,0.9467562141056438,23,61,31122,0.3457415357806692,1.9683301672862452,1.8919835687732345,16.59559371747212,3.86031373605948,12795,"Zürich, Einfangstrasse",562.8066914498141,364-61,"Zürich, Einfangstrasse Linie 61",110.0,B,61,8.512926389807589,47.415700277202575,Zehntenhausplatz
290,0.1678151103697592,70,311,8243,0.0623731891741071,0.9979710267857144,1.8907623660714288,1.9959420535714287,2.888733392857143,7742,"Urdorf Weihermatt, Bahnhof",214.0,290-311,"Urdorf Weihermatt, Bahnhof Linie 311",154.0,BL,311,8.429969125038363,47.380092967270286,Keine Zone
245,0.9981657302415694,14,6,80475,0.1423411111111111,2.339324838709677,1.887189677419355,12.8107,4.226514516129033,253,"Zürich, Bahnhof Enge",326.1290322580645,245-6,"Zürich, Bahnhof Enge Linie 6",110.0,T,6,8.531573894365497,47.36412756403759,Kongresshaus
231,1.4641944775802915,48,70,6172,0.1535399287518037,2.162533593073593,1.8858419913419917,7.36991658008658,4.048375584415584,12589,"Zürich, Morgental",317.030303030303,231-70,"Zürich, Morgental Linie 70",110.0,B,70,8.530141302223567,47.34394693049197,Auf der Egg
157,1.4480408301985648,23,61,31122,0.4921374543060718,1.6037946840148698,1.8853991821561336,23.62259780669145,3.489193866171004,12795,"Zürich, Regensbergbrücke",491.5576208178439,157-61,"Zürich, Regensbergbrücke Linie 61",110.0,B,61,8.53927514882791,47.40882307391588,Albin Zollinger-Platz
