pers_n,koord_wgs84_e,koord_wgs84_n
108,47.38008600826163,8.513241488012493
141,47.38189699637252,8.511953641111276
55,47.38369567470949,8.51198986605223
58,47.38818005552115,8.513404709762515
94,47.395387059269204,8.512225388015596
98,47.395374747002315,8.51354983755603
60,47.39719802749521,8.510937136481186
22,47.41878200120186,8.511371711405411
64,47.35938880963401,8.514148146562164
76,47.35937647523287,8.515471700746168
22,47.36027582012778,8.515489864595406
66,47.361162814781416,8.516831627306145
4,47.36297385333517,8.515544359833434
206,47.36387319724445,8.515562526143004
0,47.36296150292726,8.516868002760393
239,47.371055587343015,8.517031722795334
318,47.37377830159615,8.514438484468464
276,47.374652951736365,8.517104503275338
258,47.37736332612168,8.515835094627166
55,47.380073684306,8.514565556785902
269,47.379149651609666,8.517195492743657
31,47.38277170170753,8.514620025575676
194,47.381860023269624,8.515925981567998
0,47.38905472562227,8.516071432701308
75,47.39713638814171,8.517559604795906
10,47.399859092418595,8.514965123186974
82,47.41332436380826,8.517887516735483
62,47.41422369333993,8.51790573993357
89,47.416034714220594,8.516617225819639
7,47.43400887703076,8.518306806692824
0,47.43942953486962,8.515765150577167
86,47.334170016363906,8.517609218713666
99,47.33865439519055,8.519023220020667
286,47.35755307118488,8.518082392066104
228,47.36115044960432,8.518155224936793
67,47.36384848083318,8.51820985606375
38,47.36564716708447,8.518246279898415
62,47.36834519460507,8.518300920276179
31,47.37552754005785,8.51977060963641
28,47.39172800561247,8.518774702878062
143,47.424103921366026,8.519431399151882
122,47.339528948745354,8.52168755701833
62,47.34311392242248,8.523083756995037
9,47.34583679540813,8.520492187430271
244,47.36022632988247,8.520784164527113
115,47.36112567370442,8.520802418347602
32,47.360201493670154,8.523431310787664
232,47.36381129234643,8.52218084631783
71,47.36379886581899,8.523504508498958
324,47.36562238911454,8.52089369672211
173,47.36560997735488,8.52221740420693
317,47.36740866137351,8.52225396457213
40,47.369207344400536,8.522290527413725
88,47.3710060264342,8.522327092731999
378,47.37009425756055,8.523632628353958
79,47.3709935982454,8.52365093366995
111,47.37460338751438,8.522400230799734
168,47.37641448080632,8.521112827892958
10,47.38001183671922,8.521185891411921
47,47.38538301521766,8.523943903070084
125,47.38718168781595,8.52398053541242
21,47.39259013271312,8.522766069836996
46,47.39257769953757,8.524090447336114
95,47.39707436898687,8.524182057679269
75,47.410576776280436,8.523132156916514
104,47.41056433894613,8.524456981883352
117,47.41146366821701,8.524475315134959
101,47.412362997229124,8.524493649008184
103,47.41327476394067,8.52318709138991
19,47.45103389687063,8.525282594123997
28,47.45193321428064,8.525300955384381
108,47.33318372853847,8.526851349072357
54,47.33768047649594,8.526943089658566
6,47.33950409172212,8.524333674867826
61,47.339491640446916,8.525656732863705
94,47.341290337399016,8.52569339128486
131,47.33947917399595,8.526979790239334
12,47.3547929884356,8.524644970990822
138,47.35657922230819,8.526005088075832
230,47.357466095665906,8.527346932715838
265,47.358365439186365,8.527365296365398
112,47.36645951978628,8.527530597195105
210,47.37098115487194,8.524974773987902
211,47.37276737610468,8.526335315570444
11,47.37456605489845,8.526372019942123
412,47.379962085280376,8.526482147978069
176,47.380861422800095,8.526500504827071
130,47.379949609452794,8.527806210566812
395,47.38355943385099,8.526555579105679
304,47.38626990473347,8.525286439267381
274,47.38625744263493,8.526610658982444
230,47.38715677839139,8.52662902018557
32,47.38804363619045,8.5279716458261
35,47.38895544914582,8.526665744458345
297,47.39164097483869,8.52804518880329
15,47.39706191957987,8.52550654639584
64,47.40695456758275,8.525708389920005
103,47.40874076020665,8.52706987579239
145,47.40964008957751,8.52708825256042
31,47.40872827770254,8.528394654131988
130,47.41235054428246,8.525818518116825
61,47.410539418690135,8.527106629951513
16,47.41684718441318,8.525910308730294
6,47.4492227997537,8.526571660900268
6,47.45102143496164,8.526608426380143
122,47.45280759156185,8.527971070819776
36,47.45551801827988,8.526700351000022
137,47.34036604054933,8.528321220537237
119,47.33945419556702,8.52962590312682
25,47.346661471040356,8.528449852752514
111,47.35115819982404,8.52854175156705
14,47.35655426631127,8.528652050678488
88,47.35925229624649,8.528707208636753
0,47.36283716381773,8.530104398031035
16,47.370031889889646,8.530251711992877
72,47.37364175170487,8.5290014790664
247,47.37813844348038,8.52909347128324
401,47.38172328577178,8.530491182330442
344,47.38443380143548,8.52922228656706
253,47.39341463915496,8.530730758160713
76,47.4132124221834,8.529811545731194
90,47.41411174984275,8.529829970381915
89,47.41319990824233,8.531136434728296
142,47.41499856288307,8.531173329422154
172,47.41591040438303,8.529866821557691
39,47.44467621319687,8.531782453349154
105,47.449185324037735,8.530549019436085
103,47.340341031351315,8.53096737682314
80,47.34753580474358,8.531114744753053
108,47.348435150326004,8.5311331685501
119,47.355629906207625,8.531280581380303
11,47.35471803186636,8.53258558704501
6,47.355617375286755,8.532604038166273
87,47.35921474651523,8.532677848898485
85,47.36551013668674,8.532807041736975
55,47.364598247776954,8.534112263286168
294,47.370019370802524,8.531575526852444
112,47.37361672704209,8.531649288194787
37,47.37630220586501,8.53302858644017
210,47.380798890745915,8.5331209233139
5,47.38348434605874,8.534500481839906
132,47.38888035382181,8.534611452163457
224,47.39430144751792,8.532073609937797
107,47.394276352467585,8.534722445051097
126,47.3960750166485,8.53475944769591
133,47.39697434835656,8.534777949958908
135,47.40506832221637,8.534944498550114
146,47.40959006755298,8.532387451691717
30,47.41498603332641,8.532498262561344
99,47.42305485596176,8.535314788525815
73,47.44646231251216,8.533145108937761
122,47.44914771146163,8.534526372336241
131,47.45185821346289,8.533256074038865
11,47.455455475392455,8.533330063328735
34,47.33218411369254,8.537416011058639
45,47.33490731731915,8.534825705059111
5,47.336706013753556,8.534862669729362
79,47.337592789349536,8.536204161375231
44,47.34298887016702,8.536315208080136
9,47.364585684396694,8.535435942204291
78,47.36548502468936,8.535454444883827
57,47.38167310741629,8.535787600297798
54,47.38255986020008,8.537130240171132
19,47.38525786471354,8.537185854782674
213,47.38794326773599,8.538565733857935
205,47.38886778477085,8.53593573459166
283,47.39066645158123,8.535972774439777
314,47.38885520053031,8.537260016392327
350,47.389754533851864,8.537278558365388
167,47.391540599672226,8.538639992459442
155,47.39516311416346,8.53606538504389
58,47.39603725887712,8.538732829867765
95,47.4032570907397,8.536232123685325
71,47.407728542900585,8.538974280774243
21,47.40864047470734,8.537668085000577
70,47.41674700539713,8.53651013449606
159,47.415822483258424,8.53914150144157
51,47.4185456562792,8.536547213288848
165,47.41941978333625,8.53921583812049
125,47.42034430611908,8.536584294596604
166,47.42033171451091,8.537909359546026
91,47.4203191077043,8.539234423865869
117,47.42211775565717,8.539271597247673
87,47.42302968668084,8.537965053394146
102,47.4248157256251,8.539327362048518
77,47.42663957232583,8.536714098983353
21,47.42661437096016,8.539364541734939
146,47.427513693234005,8.53938313252402
44,47.42843821745398,8.536751191612089
64,47.42842562394991,8.53807645809286
0,47.43653210748779,8.53691813958829
0,47.43743142728074,8.536936692510304
5,47.44101610734421,8.538336490590112
0,47.44732392745304,8.537140816208215
99,47.450021876438015,8.537196499533774
0,47.36991867147232,8.542166023183299
42,47.3708180092228,8.542184641357009
46,47.382509377250074,8.542426735012528
92,47.38433331818547,8.539815654061782
93,47.3888299864805,8.539908578108008
184,47.395112680161965,8.541363134693986
135,47.395100033683335,8.542687570531339
28,47.40142062393129,8.540168849216876
86,47.402319953262115,8.5401874447366
79,47.40320664914798,8.54153067869402
125,47.403194000766035,8.542855315870202
63,47.41398592448747,8.543079055947697
131,47.41669655114976,8.541810032315148
99,47.419381872360034,8.543190960129586
83,47.42387848841699,8.54328423100996
35,47.33302030279878,8.54404900721599
283,47.372591356032494,8.544869631473189
180,47.378886706843026,8.545000298095635
159,47.38429538635994,8.543788156504256
132,47.39059071576249,8.5439187241611
209,47.3896787081606,8.545224370124613
107,47.39147737150763,8.545261724321348
132,47.392376702800235,8.545280402369126
151,47.39328871027606,8.543974691209941
42,47.395087372013386,8.544012005737109
101,47.394175364622775,8.545317760363682
96,47.3959740254267,8.54535512089049
166,47.40137000170943,8.545467217667325
159,47.40318133719051,8.544179952414467
40,47.40497999329918,8.544217280856765
180,47.41936920497162,8.544515999535149
136,47.41845719881442,8.54582234125394
41,47.42025584569492,8.545859735994897
101,47.423865819969045,8.54460938236507
249,47.42295381405734,8.5459158328624
184,47.42746310725381,8.544684100032109
170,47.42836242841856,8.54470278103294
24,47.36087457471486,8.547274215477398
43,47.35906318128347,8.548560353507016
16,47.361773914094854,8.547292916703539
55,47.362660538446264,8.548635246499693
29,47.36716994518631,8.547405137359968
35,47.36898132132024,8.54611876434309
88,47.37077999579943,8.546156134137705
41,47.371653914036735,8.548822523369694
209,47.38245865129634,8.547723219756802
156,47.383370689176715,8.546417793597138
103,47.38516935564134,8.546455183651606
81,47.386955315764276,8.547816808270241
46,47.390539921416526,8.54921601134226
52,47.3941626727825,8.546642171936934
0,47.39323791338236,8.549272246768563
102,47.400457979642894,8.546773101446737
53,47.40315596445887,8.546829223604224
182,47.40762716504626,8.549572265631847
142,47.41664585374402,8.547109920026937
194,47.41754517762329,8.547128638198334
77,47.41663314139922,8.548434890369924
164,47.422029079488624,8.54854734324814
157,47.426538402058256,8.54731585483121
324,47.42742500816415,8.548659819012343
152,47.35994979161792,8.549902636090083
148,47.36084913081925,8.549921381359448
127,47.36264780848227,8.549958873802403
152,47.36173572484105,8.551263731591773
153,47.36262230300814,8.552606126502658
17,47.36623241484526,8.551357582340403
119,47.36711899070922,8.552700092138997
0,47.375238524366615,8.550221392017356
90,47.37973519676579,8.550315178695032
115,47.38062178108636,8.551658011557274
126,47.383332530165966,8.550390219475991
175,47.384231862886466,8.550408981260269
78,47.388728522701136,8.550502799717671
74,47.390527184855095,8.550540331551474
57,47.398595629427255,8.55335829740145
114,47.402205709509424,8.552108960852193
94,47.40310503667324,8.552127758367403
178,47.405815771999045,8.550859454873837
8,47.41930564005791,8.551141187047747
150,47.421990847433285,8.552522653441972
12,47.42378949009429,8.552560277165282
140,47.42648745212062,8.552616717535885
100,47.42557535643658,8.553923095130036
244,47.42647467663596,8.55394193161849
127,47.428273316246624,8.553979606512264
18,47.443574489819895,8.552974306638415
279,47.354515476017106,8.553760452808762
124,47.35810004506658,8.555159203548444
73,47.36709342237081,8.555347565712541
103,47.37159010173377,8.555441770717715
9,47.37428810636315,8.555498301378895
87,47.378784775745615,8.555592531914186
120,47.378771966018675,8.55691655827623
100,47.38329423446405,8.554362639633993
10,47.38599222994819,8.554419128120962
153,47.40218015488305,8.554758179666084
5,47.41204711470683,8.557615188253777
50,47.4147579026355,8.556346951230594
0,47.41926731873277,8.555116291915821
168,47.41834237354266,8.55774746009196
131,47.429134216074885,8.557974284882798
119,47.35267838464724,8.557692973076765
230,47.35447706417117,8.55773072208577
131,47.36886646493366,8.558032806199517
46,47.36885362719395,8.559356585440096
76,47.37426247386493,8.558146129947552
32,47.37335030085397,8.55945113203256
40,47.385054464695074,8.558372846552446
7,47.38414229212159,8.559678109198584
13,47.385953795628204,8.55839174376371
71,47.404826840177435,8.560113406819621
105,47.405739011826576,8.558807644474712
97,47.406638336891106,8.558826556422417
209,47.40932346313601,8.560208081650766
22,47.41653089553797,8.55903463017205
99,47.4192288606255,8.559091391029227
261,47.420128181799846,8.559110312598271
129,47.42281329313048,8.56049220246767
123,47.423712613044046,8.560511148994804
183,47.42641057121194,8.560567992432137
205,47.42730989007623,8.560586941530017
0,47.428209208677664,8.560605891270674
66,47.3553507193408,8.560396485206441
123,47.355337854458455,8.561719928074826
65,47.355324974396204,8.563043370301903
43,47.364331228438836,8.561909387984048
46,47.36884077427052,8.560680364040321
57,47.37422391122803,8.562117867999977
80,47.3805321100006,8.56092650904097
28,47.38140568434034,8.56359362884761
23,47.40301532810022,8.561400169640722
105,47.409310600539705,8.561532866546846
0,47.40839839910306,8.56283866979242
89,47.41109636926291,8.56289561474625
301,47.41920314589737,8.561741453897676
159,47.42100178712469,8.561779387230716
180,47.42278754628373,8.563142443162711
371,47.42368686576659,8.5631614344717
88,47.42458618498748,8.563180426424845
7,47.42637192555745,8.564543621213494
0,47.43359224634579,8.562044992625745
139,47.43357936273661,8.563370381392623
81,47.435377995120184,8.563408380119702
168,47.436264411456044,8.56475283577473
14,47.34539351291766,8.566804378801201
